id,country_id,country_code,country_name,region_id,region_name,income_group_id,income_group_name,income_group_acronym,implementing_agency_id,implementing_agency_acronym,implementing_agency_name,implementing_subagency_id,subagency_acronym,subagency_name,channel_category_id,channel_category_name,channel_subcategory_name,channel_subcategory_id,channel_id,channel_name,dac_category_id,dac_category_name,dac_sector_code,dac_sector_name,dac_purpose_code,dac_purpose_name,funding_account_id,funding_account_name,assistance_category_id,assistance_category_name,activity_id,activity_name,activity_project_number,activity_start_date,activity_end_date,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount,funding_agency_id,funding_agency_name,funding_agency_acronym,aid_type_group_id,aid_type_group_name,activity_description,USG_sector_id,USG_sector_name,submission_id
14954576,170,COL,Colombia,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,31,NAVY,Department of the Navy,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000021,U.S. Government - Department of the Navy,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,18464,"DoD Excess Defense Articles, EDA Grant (516)",NULL,,,2,Obligations,2000,5104,6962,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). COLLATERAL MATERIAL BAGS, Quantity Delivered: 22.",3,Stabilization Operations and Security Sector Reform,19
14954608,478,MRT,Mauritania,5,Sub-Saharan Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,240790,Total Freight for  Soy Fortified Sorghum Grits / Metric Tons: 33.,UTH13836,,,2,Obligations,2000,5100,6956,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Food-for-Work,37,"Protection, Assistance and Solutions",999
14954627,646,RWA,Rwanda,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,239384,"Total Freight for  Peas, Yellow / Approximate Number of people fed: 630000. / Metric Tons: 20.",UTH12430,,,2,Obligations,2000,5100,6956,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  General Relief,37,"Protection, Assistance and Solutions",999
14954740,180,COD,Congo (Kinshasa),5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",3,NGO,NGO - International,6,4000269,International Rescue Committee,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,85864,Unaccompanied Children,NULL,,,2,Obligations,2000,5037,6870,2,Department of State,STATE,3,Project-Type,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Rescue Committee]",37,"Protection, Assistance and Solutions",65
14954860,356,IND,India,4,South and Central Asia,2,Lower Middle Income Country,LMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4001442,"S.H. Lucas & Associates, Inc.",4,Infrastructure,230,Energy,23310,"Energy generation, non-renewable sources - unspecified",11x1001,Trade and Development Agency,1,Economic,95274,Desk Study - Mangalore IGCC Project,NULL,,,2,Obligations,2000,5000,6820,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Mangalore IGCC Project, through S.H. Lucas & Associates, Inc.",28,Infrastructure,70
14954863,356,IND,India,4,South and Central Asia,2,Lower Middle Income Country,LMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4001441,"Intratech, Inc.",5,Economic Growth,321,Industry,32167,Energy manufacturing,11x1001,Trade and Development Agency,1,Economic,94983,Desk Study - Essar Oil Hydrocracker,NULL,,,2,Obligations,2000,5000,6820,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Essar Oil Hydrocracker, through Intratech, Inc.",33,Manufacturing,70
14954903,233,EST,Estonia,2,Europe and Eurasia,4,High Income Country,HIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4001428,"Millennium Science & Engineering, Inc.",7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95684,Desk Study - Silmet Waste Management,NULL,,,2,Obligations,2000,5000,6820,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Silmet Waste Management, through Millennium Science & Engineering, Inc.",52,Multi-sector - Unspecified,70
14954958,48,BHR,Bahrain,3,Middle East and North Africa,4,High Income Country,HIC,8,ARMY,Department of the Army,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,18729,"DoD Excess Defense Articles, EDA Grant (516)",NULL,,,2,Obligations,2000,5000,6820,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). M80 SIMULATOR EXPLOSIVE, Quantity Delivered: 2000.",3,Stabilization Operations and Security Sector Reform,19
14955005,100,BGR,Bulgaria,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95542,Desk Study - Railway Interconnectivity,NULL,,,2,Obligations,2000,5000,6820,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Railway Interconnectivity, through William F. Hennessey Transportation",52,Multi-sector - Unspecified,70
14955008,100,BGR,Bulgaria,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,1,Government,Government - United States,1,1000019,U.S. Government - Trade and Development Agency,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,99461,Technical Assistance - SBDI Laser Clearance System,NULL,,,2,Obligations,2000,5000,6820,17,Trade and Development Agency,TDA,4,Technical Assistance,"Technical Assistance - SBDI Laser Clearance System, through Leonard Sugin, C. E.",52,Multi-sector - Unspecified,70
14955254,504,MAR,Morocco,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,19484,"DoD Excess Defense Articles, EDA Grant (516)",NULL,,,2,Obligations,2000,5000,6820,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). TRUCK, WATER, Model: M50, Quantity Delivered: 1.",3,Stabilization Operations and Security Sector Reform,19
14955350,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4001442,"S.H. Lucas & Associates, Inc.",7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95361,Desk Study - Natural Gas Vehicles and Compressed Natural Gas Distribution,NULL,,,2,Obligations,2000,5000,6820,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Natural Gas Vehicles and Compressed Natural Gas Distribution, through S.H. Lucas & Associates, Inc.",52,Multi-sector - Unspecified,70
14955364,608,PHL,Philippines,1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,1,Government,Government - United States,1,1000019,U.S. Government - Trade and Development Agency,5,Economic Growth,240,Banking and Financial Services,24020,Monetary institutions,11x1001,Trade and Development Agency,1,Economic,94799,Desk Study - Central Bank Configuration Study,NULL,,,2,Obligations,2000,5000,6820,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Central Bank Configuration Study, through Norris Hickerson",27,Financial Sector,70
14955390,642,ROU,Romania,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95536,Desk Study - Rail Telecom Commercialization,NULL,,,2,Obligations,2000,5000,6820,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Rail Telecom Commercialization, through William F. Hennessey Transportation",52,Multi-sector - Unspecified,70
14955391,642,ROU,Romania,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,1,Government,Government - United States,1,1000019,U.S. Government - Trade and Development Agency,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95721,Desk Study - Strategic Industrial Privatization Assistance,NULL,,,2,Obligations,2000,5000,6820,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Strategic Industrial Privatization Assistance, through Tribuwan Narain",52,Multi-sector - Unspecified,70
14955475,792,TUR,Turkey,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,1,Government,Government - United States,1,1000019,U.S. Government - Trade and Development Agency,9,Humanitarian,730,Reconstruction Relief and Rehabilitation,73010,Reconstruction relief and rehabilitation,11x1001,Trade and Development Agency,1,Economic,95938,Desk Study - World Bank Earthquake Project,NULL,,,2,Obligations,2000,5000,6820,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - World Bank Earthquake Project, through Ben Martin",37,"Protection, Assistance and Solutions",70
14955533,807,MKD,Macedonia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95604,Desk Study - Rural Telecommunications Wireless Local Loop,NULL,,,2,Obligations,2000,5000,6820,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Rural Telecommunications Wireless Local Loop, through Alexander X, Inc.",52,Multi-sector - Unspecified,70
14955693,8,ALB,Albania,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,1,Government,Government - United States,1,1000019,U.S. Government - Trade and Development Agency,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95614,Desk Study - SBDI Dredge Procurement,NULL,,,2,Obligations,2000,4980,6792,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - SBDI Dredge Procurement, through Woodbury, Paul",52,Multi-sector - Unspecified,70
14955727,804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4008304,"Brooks Howell & Co., LLC",2,Health and Population,140,Water Supply and Sanitation,14050,Waste management / disposal,11x1001,Trade and Development Agency,1,Economic,95314,Desk Study - Municipal Solid Waste Gasification,NULL,,,2,Obligations,2000,4975,6786,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Municipal Solid Waste Gasification, through Brooks Howell & Co., LLC",18,Water Supply and Sanitation,70
14955758,76,BRA,Brazil,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4008625,S. Rowitz & Associates,4,Infrastructure,210,Transport and Storage,21030,Rail transport,11x1001,Trade and Development Agency,1,Economic,95288,Desk Study - Metro and Light Rail Project Assessment,NULL,,,2,Obligations,2000,4958,6762,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Metro and Light Rail Project Assessment, through S. Rowitz & Associates",28,Infrastructure,70
14955759,68,BOL,Bolivia,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,98020,Other Trade-Related Programs - Aiquille Santa Cruz Railroad Interconnection,NULL,,,2,Obligations,2000,4958,6762,17,Trade and Development Agency,TDA,4,Technical Assistance,"Other Trade-Related Programs - Aiquille Santa Cruz Railroad Interconnection, through Unknown Firm",52,Multi-sector - Unspecified,70
14955864,504,MAR,Morocco,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,19317,"DoD Excess Defense Articles, EDA Grant (516)",2320000771631,,,2,Obligations,2000,4908,6694,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). TRUCK, CARGO, Quantity Delivered: 1.",3,Stabilization Operations and Security Sector Reform,19
14955889,51,ARM,Armenia,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4001421,"Agland Investment Services, Inc.",7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95708,Desk Study - Spitak/Gyumri Sugar Project,NULL,,,2,Obligations,2000,4900,6683,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Spitak/Gyumri Sugar Project, through Agland Investment Services, Inc.",52,Multi-sector - Unspecified,70
14955992,233,EST,Estonia,2,Europe and Eurasia,4,High Income Country,HIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,18372,"DoD Excess Defense Articles, EDA Grant (516)",NULL,,,2,Obligations,2000,4890,6670,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). BAYONET, Model: M7, Quantity Delivered: 2445.",3,Stabilization Operations and Security Sector Reform,19
14956113,504,MAR,Morocco,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,18918,"DoD Excess Defense Articles, EDA Grant (516)",2330007058932,,,2,Obligations,2000,4825,6581,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). SEMI-TRAILER VAN, Model: M373AC, Quantity Delivered: 1.",3,Stabilization Operations and Security Sector Reform,19
14956145,1002,WLD,World,7,World,0,NULL,NULL,17,TDA,Trade and Development Agency,999,NULL,not applicable,1,Government,Government - United States,1,1000019,U.S. Government - Trade and Development Agency,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,99841,Technical Symposium - Africa/Middle East Water Conference,NULL,,,2,Obligations,2000,4808,6558,17,Trade and Development Agency,TDA,4,Technical Assistance,Technical Symposium - Africa/Middle East Water Conference,52,Multi-sector - Unspecified,70
14956188,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4008594,"Power Tech Associates, PC",7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,94658,Desk Study - Avtovaz Energy Efficiency,NULL,,,2,Obligations,2000,4800,6547,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Avtovaz Energy Efficiency, through Power Tech Associates, PC",52,Multi-sector - Unspecified,70
14956322,76,BRA,Brazil,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,1,Government,Government - United States,1,1000019,U.S. Government - Trade and Development Agency,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95587,Desk Study - Rio de Janeiro Solid Waste Management,NULL,,,2,Obligations,2000,4750,6479,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Rio de Janeiro Solid Waste Management, through Dr. Donald J. Rhatigan",52,Multi-sector - Unspecified,70
14956325,152,CHL,Chile,6,Western Hemisphere,4,High Income Country,HIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4008608,"Raul V. Bravo & Associates, Inc.",4,Infrastructure,210,Transport and Storage,21030,Rail transport,11x1001,Trade and Development Agency,1,Economic,94835,Desk Study - Concepcion Passenger Train,NULL,,,2,Obligations,2000,4750,6479,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Concepcion Passenger Train, through Raul V. Bravo & Associates, Inc.",28,Infrastructure,70
14956346,504,MAR,Morocco,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,19477,"DoD Excess Defense Articles, EDA Grant (516)",2320000771636,,,2,Obligations,2000,4736,6460,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). TRUCK, VAN, Quantity Delivered: 1.",3,Stabilization Operations and Security Sector Reform,19
14956427,320,GTM,Guatemala,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,235736,"Total Freight for  Beans, Black / Approximate Number of people fed: 45000. / Metric Tons: 30.",UTH08782,,,2,Obligations,2000,4700,6411,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Maternal-Child Health,37,"Protection, Assistance and Solutions",999
14956476,558,NIC,Nicaragua,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,236226,"Total Freight for  Beans, Red / Approximate Number of people fed: 33000. / Metric Tons: 30.",UTH09272,,,2,Obligations,2000,4700,6411,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Food-for-Work,37,"Protection, Assistance and Solutions",999
14956505,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,191109,Food For Progress Title I - Commodity Value of Veg Marrow Seed (by 25 kg)/Metric TonZ: 1.7 [through Government of Russia],APH00287,,,2,Obligations,2000,4692,6400,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Veg Marrow Seed (by 25 kg)/Metric TonZ: 1.7 [through Government of Russia],37,"Protection, Assistance and Solutions",999
14956506,360,IDN,Indonesia,1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95434,Desk Study - PT Kilang Minyak Batam Refinery Project,NULL,,,2,Obligations,2000,4690,6397,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - PT Kilang Minyak Batam Refinery Project, through CEVCO (Management & Consulting)",52,Multi-sector - Unspecified,70
14956694,68,BOL,Bolivia,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,240326,Total Freight for  Soy Fortified Bulgur / Metric Tons: 18.,UTH13372,,,2,Obligations,2000,4600,6274,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Food-for-Work,37,"Protection, Assistance and Solutions",999
14957137,504,MAR,Morocco,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,18499,"DoD Excess Defense Articles, EDA Grant (516)",2815011112662,,,2,Obligations,2000,4464,6089,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). DIESEL ENGINE, Quantity Delivered: 2.",3,Stabilization Operations and Security Sector Reform,19
14957297,558,NIC,Nicaragua,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,229175,"Commodity Value for  Corn, Soya Blend / Approximate Number of people fed: 900. / Metric Tons: 17.",UTH02221,,,2,Obligations,2000,4400,6001,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Pre-School Feeding,37,"Protection, Assistance and Solutions",999
14957357,504,MAR,Morocco,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,8,ARMY,Department of the Army,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,19352,"DoD Excess Defense Articles, EDA Grant (516)",2320011236827,,,2,Obligations,2000,4385,5981,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). TRUCK, CARGO/UTILITY, Model: M1008, Quantity Delivered: 5.",3,Stabilization Operations and Security Sector Reform,19
14957667,504,MAR,Morocco,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,19107,"DoD Excess Defense Articles, EDA Grant (516)",2520000664239,,,2,Obligations,2000,4252,5799,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). TRANSMISSION & COMPONENTS, Quantity Delivered: 4.",3,Stabilization Operations and Security Sector Reform,19
14957781,320,GTM,Guatemala,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,239769,"Total Freight for  Rice, bagged / Metric Tons: 27.",UTH12815,,,2,Obligations,2000,4200,5729,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Maternal-Child Health,37,"Protection, Assistance and Solutions",999
14957810,204,BEN,Benin,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,242055,"Total Freight for  Vegetable Oil, 4 Liters / Metric Tons: 27.",UTH15101,,,2,Obligations,2000,4200,5729,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  General Relief,37,"Protection, Assistance and Solutions",999
14957834,450,MDG,Madagascar,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,242059,"Total Freight for  Vegetable Oil, 4 Liters / Metric Tons: 27.",UTH15105,,,2,Obligations,2000,4200,5729,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  General Relief,37,"Protection, Assistance and Solutions",999
14958022,504,MAR,Morocco,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,19499,"DoD Excess Defense Articles, EDA Grant (516)",2320000559258,,,2,Obligations,2000,4113,5610,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). TRUCK, WRECKER, 5T, Quantity Delivered: 1.",3,Stabilization Operations and Security Sector Reform,19
14958077,478,MRT,Mauritania,5,Sub-Saharan Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,235192,"Commodity Value for  Wheat, Soy Blend / Metric Tons: 11.",UTH08238,,,2,Obligations,2000,4100,5592,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Food-for-Work,37,"Protection, Assistance and Solutions",999
14958156,376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,8,ARMY,Department of the Army,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,19121,"DoD Excess Defense Articles, EDA Grant (516)",NULL,,,2,Obligations,2000,4071,5553,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). TRUCK, 5T, Model: M814, Quantity Delivered: 1.",3,Stabilization Operations and Security Sector Reform,19
14958357,356,IND,India,4,South and Central Asia,2,Lower Middle Income Country,LMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4008377,"Emerecon, LLC",7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95681,Desk Study - Shrinagar Hydroelectric Power Project,NULL,,,2,Obligations,2000,4000,5456,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Shrinagar Hydroelectric Power Project, through Emerecon, LLC",52,Multi-sector - Unspecified,70
